pc1	pc2	protein	pc4	ko	extra
df	oid	16565	loc		
df	oid	16566	loc	K03190	ureD, ureH; urease accessory protein
df	oid	16568	loc		
df	oid	16569	loc		
df	oid	16570	loc	K03283	HSPA1_6_8; heat shock 70kDa protein 1/6/8
df	oid	16571	loc	K23569	EMC8_9; ER membrane protein complex subunit 8/9
df	oid	16572	loc	K23569	EMC8_9; ER membrane protein complex subunit 8/9
df	oid	16573	loc	K11339	MORF4L1, MRG15, EAF3; mortality factor 4-like protein 1
df	oid	16575	loc	K09578	PIN1; peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [EC:5.2.1.8]
df	oid	16577	loc	K17618	UBLCP1; ubiquitin-like domain-containing CTD phosphatase 1 [EC:3.1.3.16]
df	oid	16579	loc	K02894	RP-L23e, RPL23; large subunit ribosomal protein L23e
df	oid	16580	loc	K17878	NNT1; EEF1A N-terminal glycine/lysine methyltransferase [EC:2.1.1.-]
df	oid	16581	loc	K22138	MPC1; mitochondrial pyruvate carrier 1
df	oid	16582	loc		
df	oid	16583	loc		
df	oid	16584	loc	K14376	PAP; poly(A) polymerase [EC:2.7.7.19]
df	oid	16585	loc	K08711	PDR, CDR1; ATP-binding cassette, subfamily G (WHITE), member 2, PDR
df	oid	16586	loc	K02905	RP-L29e, RPL29; large subunit ribosomal protein L29e
df	oid	16587	loc		
df	oid	16588	loc	K08492	STX18; syntaxin 18
df	oid	16589	loc	K26753	TVP38; golgi apparatus membrane protein TVP38
df	oid	16590	loc		
df	oid	16591	loc	K00801	FDFT1; farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21]
df	oid	16592	loc	K00948	PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]
df	oid	16593	loc		
df	oid	16594	loc		
df	oid	16596	loc		
df	oid	16597	loc	K04630	GNAI; guanine nucleotide-binding protein G(i) subunit alpha
df	oid	16598	loc		
df	oid	16599	loc		
df	oid	16600	loc	K12623	LSM4; U6 snRNA-associated Sm-like protein LSm4
df	oid	16601	loc	K13113	UBL5, HUB1; ubiquitin-like protein 5
df	oid	16602	loc	K23039	NAB2; nuclear polyadenylated RNA-binding protein NAB2
df	oid	16604	loc		
df	oid	16605	loc	K04345	PKA; protein kinase A [EC:2.7.11.11]
df	oid	16606	loc		
df	oid	16607	loc	K00101	lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
df	oid	16608	loc		
df	oid	16610	loc		
df	oid	16611	loc	K08739	MLH3; DNA mismatch repair protein MLH3
df	oid	16612	loc	K14786	KRI1; protein KRI1
df	oid	16613	loc	K13354	SLC25A17, PMP34; solute carrier family 25 (peroxisomal adenine nucleotide transporter), member 17
df	oid	16614	loc		
df	oid	16615	loc		
df	oid	16616	loc	K13199	SERBP1; plasminogen activator inhibitor 1 RNA-binding protein
df	oid	16618	loc	K17069	MET17; O-acetylhomoserine/O-acetylserine sulfhydrylase [EC:2.5.1.49 2.5.1.47]
df	oid	16619	loc	K22913	FIG4; phosphatidylinositol 3,5-bisphosphate 5-phosphatase [EC:3.1.3.-]
df	oid	16620	loc		
df	oid	16621	loc		
df	oid	16623	loc	K01792	E5.1.3.15; glucose-6-phosphate 1-epimerase [EC:5.1.3.15]
df	oid	16624	loc	K11324	DMAP1, SWC4, EAF2; DNA methyltransferase 1-associated protein 1
df	oid	16627	loc		
df	oid	16628	loc		
df	oid	16629	loc		
df	oid	16630	loc	K01958	PC, pyc; pyruvate carboxylase [EC:6.4.1.1]
df	oid	16631	loc		
df	oid	16632	loc		
df	oid	16633	loc		
df	oid	16634	loc	K07297	ADIPOR; adiponectin receptor
df	oid	16635	loc		
df	oid	16636	loc		
df	oid	16639	loc	K14397	NUDT21, CPSF5, CFIM25; cleavage and polyadenylation specificity factor subunit 5
df	oid	16640	loc	K07750	MESO1, ERG25; methylsterol monooxygenase [EC:1.14.18.9]
df	oid	16641	loc	K01866	YARS, tyrS; tyrosyl-tRNA synthetase [EC:6.1.1.1]
df	oid	16642	loc	K02911	RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32
df	oid	16643	loc	K21618	DLD3; (R)-2-hydroxyglutarate---pyruvate transhydrogenase [EC:1.1.99.40]
df	oid	16644	loc	K06630	YWHAE; 14-3-3 protein epsilon
df	oid	16646	loc	K16330	K16330; pseudouridylate synthase / pseudouridine kinase [EC:4.2.1.70 2.7.1.83]
df	oid	16648	loc	K06047	TTL; tubulin---tyrosine ligase [EC:6.3.2.25]
df	oid	16650	loc		
df	oid	16651	loc		
df	oid	16652	loc	K07023	YGK1, HDDC2; 5'-deoxynucleotidase [EC:3.1.3.89]
df	oid	16653	loc		
df	oid	16654	loc		
df	oid	16655	loc		
df	oid	16656	loc	K25762	NAT9; tubulin N-terminal N-acetyltransferase [EC:2.3.1.308]
df	oid	16657	loc		
df	oid	16658	loc	K02327	POLD1; DNA polymerase delta subunit 1 [EC:2.7.7.7]
df	oid	16659	loc	K00851	idnK, gntK; gluconokinase [EC:2.7.1.12]
df	oid	16660	loc		
df	oid	16662	loc		
df	oid	16664	loc	K19951	TBC1D8_9; TBC1 domain family member 8/9
df	oid	16666	loc	K02858	ribB, RIB3; 3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]
df	oid	16667	loc		
df	oid	16668	loc		
df	oid	16669	loc		
df	oid	16670	loc		
df	oid	16671	loc		
df	oid	16672	loc	K01336	PRB1; cerevisin [EC:3.4.21.48 3.4.21.-]
df	oid	16676	loc		
df	oid	16677	loc	K06965	PELO, DOM34, pelA; protein pelota
df	oid	16678	loc	K18752	TNPO1, IPO2, KPNB2; transportin-1
df	oid	16679	loc	K03016	RPABC3, RPB8, POLR2H; DNA-directed RNA polymerases I, II, and III subunit RPABC3
df	oid	16680	loc	K17868	DPH7, RRT2; diphthine methyl ester acylhydrolase [EC:3.1.1.97]
df	oid	16681	loc	K11541	URA2; carbamoyl-phosphate synthase / aspartate carbamoyltransferase [EC:6.3.5.5 2.1.3.2]
df	oid	16682	loc	K03321	TC.SULP; sulfate permease, SulP family
df	oid	16684	loc	K15455	DPH3, KTI11; diphthamide biosynthesis protein 3
df	oid	16685	loc		
df	oid	16686	loc		
df	oid	16687	loc		
df	oid	16688	loc		
df	oid	16690	loc		
df	oid	16691	loc		
df	oid	16692	loc	K14026	SEL1, SEL1L; SEL1 protein
df	oid	16693	loc		
df	oid	16695	loc	K10251	HSD17B12, KAR, IFA38; 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]
df	oid	16697	loc		
df	oid	16698	loc		
df	oid	16699	loc	K02604	ORC2; origin recognition complex subunit 2
df	oid	16700	loc	K10082	LMAN2, VIP36; lectin, mannose-binding 2
df	oid	16701	loc		
df	oid	16703	loc		
df	oid	16704	loc		
df	oid	16705	loc	K01267	DNPEP; aspartyl aminopeptidase [EC:3.4.11.21]
df	oid	16707	loc	K22538	RPUSD4; mitochondrial RNA pseudouridine synthase RPUSD4 [EC:5.4.99.-]
df	oid	16708	loc	K03254	EIF3A; translation initiation factor 3 subunit A
df	oid	16709	loc	K14569	BMS1; ribosome biogenesis protein BMS1
df	oid	16712	loc	K20308	TRAPPC11; trafficking protein particle complex subunit 11
df	oid	16713	loc	K00062	ARA2; D-arabinose 1-dehydrogenase [EC:1.1.1.116]
df	oid	16714	loc		
df	oid	16716	loc	K05349	bglX; beta-glucosidase [EC:3.2.1.21]
df	oid	16717	loc	K05349	bglX; beta-glucosidase [EC:3.2.1.21]
df	oid	16718	loc		
df	oid	16719	loc	K14303	NUP160, NUP120; nuclear pore complex protein Nup160
df	oid	16722	loc	K07734	paiB; transcriptional regulator
df	oid	16723	loc		
df	oid	16724	loc		
df	oid	16725	loc		
df	oid	16726	loc		
df	oid	16728	loc	K02739	PSMB7; 20S proteasome subunit beta 2 [EC:3.4.25.1]
df	oid	16729	loc	K06640	ATR; serine/threonine-protein kinase ATR [EC:2.7.11.1]
df	oid	16731	loc		
df	oid	16732	loc	K21053	ade; adenine deaminase [EC:3.5.4.2]
df	oid	16734	loc		
df	oid	16735	loc		
df	oid	16736	loc		
df	oid	16737	loc		
df	oid	16738	loc	K00003	hom; homoserine dehydrogenase [EC:1.1.1.3]
df	oid	16739	loc		
df	oid	16740	loc		
df	oid	16741	loc		
df	oid	16742	loc		
df	oid	16743	loc		
df	oid	16744	loc		
df	oid	16745	loc		
df	oid	16746	loc		
df	oid	16747	loc		
df	oid	16748	loc		
df	oid	16750	loc	K00799	GST, gst; glutathione S-transferase [EC:2.5.1.18]
df	oid	16751	loc	K18706	XPT1; 3-O-alpha-D-mannopyranosyl-alpha-D-mannopyranose xylosylphosphotransferase [EC:2.7.8.32]
df	oid	16752	loc	K23643	LSM12; protein LSM12
df	oid	16753	loc		
df	oid	16754	loc	K02868	RP-L11e, RPL11; large subunit ribosomal protein L11e
df	oid	16758	loc	K00387	SUOX; sulfite oxidase [EC:1.8.3.1]
df	oid	16759	loc		
df	oid	16760	loc		
df	oid	16761	loc	K12385	NPC1; Niemann-Pick C1 protein
df	oid	16762	loc		
df	oid	16764	loc	K02994	RP-S8, MRPS8, rpsH; small subunit ribosomal protein S8
df	oid	16765	loc	K02946	RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10
df	oid	16767	loc		
df	oid	16768	loc	K12189	VPS25, EAP20; ESCRT-II complex subunit VPS25
df	oid	16769	loc		
df	oid	16770	loc	K24418	METTL5; rRNA N6-adenosine-methyltransferase METTL5
df	oid	16771	loc		
df	oid	16773	loc	K11341	YEATS4, GAS41, YAF9; YEATS domain-containing protein 4
df	oid	16774	loc	K24104	GPN; GPN-loop GTPase
df	oid	16775	loc	K18914	FDXR; adrenodoxin-NADP+ reductase [EC:1.18.1.6]
df	oid	16777	loc		
df	oid	16778	loc	K12761	SNF1; carbon catabolite-derepressing protein kinase [EC:2.7.11.1]
df	oid	16779	loc		
df	oid	16780	loc		
df	oid	16781	loc		
df	oid	16784	loc		
df	oid	16786	loc	K14822	CGR1; rRNA-processing protein CGR1
df	oid	16787	loc	K14310	NUP205, NUP192; nuclear pore complex protein Nup205
df	oid	16789	loc	K05285	PIGN; GPI ethanolamine phosphate transferase 1 [EC:2.7.-.-]
df	oid	16790	loc	K06675	SMC4; structural maintenance of chromosome 4
df	oid	16793	loc	K06674	SMC2; structural maintenance of chromosome 2
df	oid	16794	loc		
df	oid	16795	loc		
df	oid	16796	loc		
df	oid	16798	loc		
df	oid	16799	loc	K15105	SLC25A12_13, AGC; solute carrier family 25 (mitochondrial aspartate/glutamate transporter), member 12/13
df	oid	16800	loc		
df	oid	16801	loc	K09780	K09780; uncharacterized protein
df	oid	16802	loc		
df	oid	16804	loc		
df	oid	16805	loc	K16948	CDC12; cell division control protein 12
df	oid	16806	loc	K07910	RAB18; Ras-related protein Rab-18
df	oid	16807	loc		
df	oid	16809	loc		
df	oid	16810	loc		
df	oid	16812	loc		
df	oid	16813	loc		
df	oid	16814	loc	K01115	PLD1_2; phospholipase D1/2 [EC:3.1.4.4]
df	oid	16815	loc	K15429	TRM5, TRMT5; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]
df	oid	16816	loc		
df	oid	16817	loc		
df	oid	16818	loc	K06670	SCC1, MCD1, RAD21; cohesin complex subunit SCC1
df	oid	16820	loc		
df	oid	16821	loc		
df	oid	16822	loc		
df	oid	16823	loc	K06013	STE24; STE24 endopeptidase [EC:3.4.24.84]
df	oid	16824	loc		
df	oid	16825	loc	K02728	PSMA4; 20S proteasome subunit alpha 3 [EC:3.4.25.1]
df	oid	16827	loc		
df	oid	16828	loc		
df	oid	16833	loc	K24034	SPE3-LYS9; spermidine synthase / saccharopine dehydrogenase (NADP+, L-glutamate-forming) [EC:2.5.1.16 1.5.1.10]
df	oid	16834	loc	K06130	LYPLA2; lysophospholipase II [EC:3.1.1.5]
df	oid	16835	loc		
df	oid	16836	loc		
df	oid	16837	loc	K14654	RIB7, arfC; 2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]
df	oid	16838	loc		
df	oid	16840	loc		
df	oid	16843	loc	K03113	EIF1, SUI1; translation initiation factor 1
df	oid	16844	loc		
df	oid	16845	loc	K23460	CHM, CHML; Rab proteins geranylgeranyltransferase component A
df	oid	16848	loc		
df	oid	16850	loc	K00854	xylB, XYLB; xylulokinase [EC:2.7.1.17]
df	oid	16852	loc		
df	oid	16853	loc	K12946	SPCS1; signal peptidase complex subunit 1 [EC:3.4.-.-]
df	oid	16854	loc		
df	oid	16856	loc		
df	oid	16857	loc	K17768	TOM70; mitochondrial import receptor subunit TOM70
df	oid	16858	loc		
df	oid	8369	loc	K12198	CHMP5, VPS60; charged multivesicular body protein 5
df	oid	8371	loc	K15161	CCNC, SSN8; cyclin-C
df	oid	8372	loc	K00772	mtaP, MTAP; 5'-methylthioadenosine phosphorylase [EC:2.4.2.28]
df	oid	8373	loc		
df	oid	8374	loc		
df	oid	8376	loc		
df	oid	8380	loc	K12757	MYL12; myosin regulatory light chain 12
df	oid	8381	loc		
df	oid	8382	loc		
df	oid	8383	loc	K02321	POLA2; DNA polymerase alpha subunit B
df	oid	8384	loc		
df	oid	8385	loc	K00856	ADK, adoK; adenosine kinase [EC:2.7.1.20]
df	oid	8386	loc		
df	oid	8387	loc		
df	oid	8388	loc		
df	oid	8389	loc		
df	oid	8390	loc		
df	oid	8391	loc	K02938	RP-L8e, RPL8; large subunit ribosomal protein L8e
df	oid	8394	loc	K04499	RUVBL1, RVB1, INO80H; RuvB-like protein 1 [EC:5.6.2.4]
df	oid	8395	loc	K00088	IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]
df	oid	8397	loc	K10991	SWI5, SAE3; DNA repair protein Swi5/Sae3
df	oid	8398	loc	K19787	CARNMT1; carnosine N-methyltransferase [EC:2.1.1.22]
df	oid	8399	loc	K01520	dut, DUT; dUTP diphosphatase [EC:3.6.1.23]
df	oid	8400	loc	K14800	TSR2; pre-rRNA-processing protein TSR2
df	oid	8401	loc	K21991	UNC45; protein unc-45
df	oid	8402	loc		
df	oid	8403	loc	K17644	AFLD, NOR-1; norsolorinic acid ketoreductase [EC:1.1.1.349]
df	oid	8404	loc		
df	oid	8405	loc		
df	oid	8406	loc		
df	oid	8408	loc		
df	oid	8409	loc	K23358	TAF1; transcription initiation factor TFIID subunit 1, fungi type [EC:2.3.1.48]
df	oid	8410	loc	K09494	CCT2; T-complex protein 1 subunit beta
df	oid	8411	loc	K05609	UCHL3, YUH1; ubiquitin carboxyl-terminal hydrolase L3 [EC:3.4.19.12]
df	oid	8413	loc		
df	oid	8414	loc		
df	oid	8415	loc		
df	oid	8416	loc		
df	oid	8417	loc	K03133	TAF9B, TAF9; transcription initiation factor TFIID subunit 9B
df	oid	8418	loc		
df	oid	8419	loc	K10392	KIF1; kinesin family member 1
df	oid	8421	loc	K03014	RPABC2, RPB6, POLR2F; DNA-directed RNA polymerases I, II, and III subunit RPABC2
df	oid	8422	loc		
df	oid	8423	loc		
df	oid	8424	loc	K09499	CCT7; T-complex protein 1 subunit eta
df	oid	8425	loc	K15176	CTR9; RNA polymerase-associated protein CTR9
df	oid	8426	loc		
df	oid	8427	loc		
df	oid	8428	loc		
df	oid	8430	loc		
df	oid	8431	loc	K00799	GST, gst; glutathione S-transferase [EC:2.5.1.18]
df	oid	8432	loc		
df	oid	8433	loc	K12882	NCBP1, CBP80; nuclear cap-binding protein subunit 1
df	oid	8434	loc	K15118	SLC25A38; solute carrier family 25, member 38
df	oid	8435	loc	K05864	PPID, CYPD; peptidyl-prolyl isomerase D [EC:5.2.1.8]
df	oid	8436	loc	K12599	SKI2, SKIV2L; antiviral helicase SKI2 [EC:5.6.2.6]
df	oid	8437	loc	K03029	PSMD4, RPN10; 26S proteasome regulatory subunit N10
df	oid	8438	loc		
df	oid	8439	loc		
df	oid	8441	loc	K00698	CHS1; chitin synthase [EC:2.4.1.16]
df	oid	8442	loc		
df	oid	8443	loc	K00606	panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]
df	oid	8444	loc	K18164	NDUFAF7; NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 7
df	oid	8445	loc		
df	oid	8446	loc		
df	oid	8447	loc		
df	oid	8448	loc		
df	oid	8449	loc	K12176	COPS2, CSN2, TRIP15; COP9 signalosome complex subunit 2
df	oid	8450	loc		
df	oid	8452	loc	K01522	FHIT; bis(5'-adenosyl)-triphosphatase [EC:3.6.1.29]
df	oid	8453	loc		
df	oid	8454	loc		
df	oid	8456	loc	K17361	ACOT9; acyl-coenzyme A thioesterase 9 [EC:3.1.2.-]
df	oid	8457	loc		
df	oid	8458	loc		
df	oid	8459	loc		
df	oid	8460	loc		
df	oid	8461	loc		
df	oid	8462	loc		
df	oid	8463	loc	K14408	CSTF3, RNA14; cleavage stimulation factor subunit 3
df	oid	8464	loc		
df	oid	8465	loc		
df	oid	8466	loc		
df	oid	8467	loc		
df	oid	8468	loc	K03686	dnaJ; molecular chaperone DnaJ
df	oid	8469	loc	K18719	NUP82; nucleoporin NUP82
df	oid	8470	loc		
df	oid	8471	loc		
df	oid	8472	loc		
df	oid	8473	loc	K08504	BET1; blocked early in transport 1
df	oid	8474	loc	K15201	GTP3C3, TFC4; general transcription factor 3C polypeptide 3 (transcription factor C subunit 4)
df	oid	8475	loc	K08592	SENP1; sentrin-specific protease 1 [EC:3.4.22.68]
df	oid	8478	loc		
df	oid	8479	loc		
df	oid	8480	loc	K10899	RECQL; ATP-dependent DNA helicase Q1 [EC:5.6.2.4]
df	oid	8481	loc		
df	oid	8482	loc	K10862	TDP1; tyrosyl-DNA phosphodiesterase 1 [EC:3.1.4.-]
df	oid	8483	loc	K14950	ATP13A1, SPF1; manganese-transporting P-type ATPase [EC:7.2.2.-]
df	oid	8484	loc	K06072	DOHH; deoxyhypusine monooxygenase [EC:1.14.99.29]
df	oid	8485	loc	K14815	MRT4; mRNA turnover protein 4
df	oid	8486	loc		
df	oid	8487	loc		
df	oid	8488	loc	K10413	DYNC1H; dynein cytoplasmic 1 heavy chain
df	oid	8489	loc		
df	oid	8490	loc		
df	oid	8491	loc		
df	oid	8492	loc		
df	oid	8493	loc		
df	oid	8495	loc		
df	oid	8496	loc	K11592	DICER1, DCR1; endoribonuclease Dicer [EC:3.1.26.-]
df	oid	8497	loc		
df	oid	8499	loc	K11092	SNRPA1; U2 small nuclear ribonucleoprotein A'
df	oid	8500	loc	K16944	SEPT7, CDC3; septin 7
df	oid	8503	loc		
df	oid	8504	loc		
df	oid	8505	loc		
df	oid	8506	loc	K22736	VIT; vacuolar iron transporter family protein
df	oid	8507	loc	K14538	NUG1, GNL3; nuclear GTP-binding protein
df	oid	8508	loc	K14571	RIX7, NVL; ribosome biogenesis ATPase
df	oid	8510	loc		
df	oid	8511	loc		
df	oid	8512	loc	K00698	CHS1; chitin synthase [EC:2.4.1.16]
df	oid	8513	loc		
df	oid	8515	loc		
df	oid	8516	loc		
df	oid	8517	loc		
df	oid	8518	loc	K21850	KRE6; beta-glucan synthesis-associated protein KRE6
df	oid	8519	loc		
df	oid	8521	loc		
df	oid	8523	loc	K20069	NECAP1_2; adaptin ear-binding coat-associated protein 1/2
df	oid	8525	loc		
df	oid	8526	loc		
df	oid	8528	loc	K05349	bglX; beta-glucosidase [EC:3.2.1.21]
df	oid	8529	loc		
df	oid	8533	loc	K12602	WDR61, REC14, SKI8; WD repeat-containing protein 61
df	oid	8534	loc	K07936	RAN; GTP-binding nuclear protein Ran
df	oid	8535	loc		
df	oid	8536	loc	K01598	PPCDC, coaC; phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36]
df	oid	8537	loc	K14306	NUP62, NSP1; nuclear pore complex protein Nup62
df	oid	8538	loc	K12179	COPS6, CSN6; COP9 signalosome complex subunit 6
df	oid	8539	loc	K03237	EIF2S1; translation initiation factor 2 subunit 1
df	oid	8540	loc	K14264	BNA3; kynurenine aminotransferase [EC:2.6.1.7]
df	oid	8542	loc		
df	oid	8543	loc	K08192	DAL5; MFS transporter, ACS family, DAL5 transporter family protein
df	oid	8544	loc		
df	oid	8545	loc		
df	oid	8546	loc		
df	oid	8547	loc		
df	oid	8548	loc	K01647	CS, gltA; citrate synthase [EC:2.3.3.1]
df	oid	8549	loc	K12870	ISY1; pre-mRNA-splicing factor ISY1
df	oid	8550	loc	K19828	MTG1; mitochondrial GTPase 1
df	oid	8551	loc	K25216	UBAC2; ubiquitin-associated domain-containing protein 2
df	oid	8552	loc	K16261	YAT; yeast amino acid transporter
df	oid	8553	loc		
df	oid	8556	loc	K14536	RIA1; ribosome assembly protein 1 [EC:3.6.5.-]
df	oid	8558	loc		
df	oid	8559	loc	K18588	COQ10; coenzyme Q-binding protein COQ10
df	oid	8560	loc		
df	oid	8561	loc		
df	oid	8563	loc	K14570	REX1, REXO1, REXO5, RNH70; RNA exonuclease [EC:3.1.-.-]
df	oid	8564	loc	K11230	SSK2; mitogen-activated protein kinase kinase kinase [EC:2.7.11.25]
df	oid	8565	loc	K14765	NGDN, LCP5; U3 small nucleolar ribonucleoprotein protein LCP5
df	oid	8566	loc	K02952	RP-S13, rpsM; small subunit ribosomal protein S13
df	oid	8568	loc	K15541	MPE1; protein MPE1
df	oid	8569	loc	K00294	E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
df	oid	8570	loc		
df	oid	8571	loc		
df	oid	8573	loc		
df	oid	8574	loc	K04688	RPS6KB; ribosomal protein S6 kinase beta [EC:2.7.11.1]
df	oid	8575	loc	K01892	HARS, hisS; histidyl-tRNA synthetase [EC:6.1.1.21]
df	oid	8576	loc		
df	oid	8577	loc	K12571	PAN2; PAB-dependent poly(A)-specific ribonuclease subunit 2 [EC:3.1.13.4]
df	oid	8578	loc	K08675	PRSS15, PIM1; ATP-dependent Lon protease [EC:3.4.21.53]
df	oid	8579	loc	K23856	GPX; peroxiredoxin [EC:1.11.1.24]
df	oid	8580	loc	K01194	TREH, treA, treF; alpha,alpha-trehalase [EC:3.2.1.28]
df	oid	8581	loc		
df	oid	8584	loc		
df	oid	8585	loc	K15745	AL1; phytoene desaturase (3,4-didehydrolycopene-forming) [EC:1.3.99.30]
df	oid	8587	loc		
df	oid	8588	loc		
df	oid	8589	loc	K17841	AL2; 15-cis-phytoene synthase / lycopene beta-cyclase [EC:2.5.1.32 5.5.1.19]
df	oid	8590	loc	K12795	SUGT1, SGT1; suppressor of G2 allele of SKP1
df	oid	8591	loc		
df	oid	8592	loc	K07300	chaA, CAX; Ca2+:H+ antiporter
df	oid	8593	loc		
df	oid	8594	loc		
df	oid	8595	loc		
df	oid	8596	loc		
df	oid	8598	loc		
df	oid	8599	loc		
df	oid	8600	loc		
df	oid	8601	loc		
df	oid	8602	loc	K00452	HAAO; 3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]
df	oid	8603	loc		
df	oid	8605	loc	K08098	PIGZ, SMP3; GPI mannosyltransferase 4 [EC:2.4.1.-]
df	oid	8606	loc		
df	oid	8607	loc	K01809	manA, MPI; mannose-6-phosphate isomerase [EC:5.3.1.8]
df	oid	8608	loc	K08150	SLC2A13, ITR; MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13
df	oid	8609	loc		
df	oid	8610	loc		
df	oid	8611	loc	K10740	RPA3; replication factor A3
df	oid	8612	loc	K17778	TIM10; mitochondrial import inner membrane translocase subunit TIM10
df	oid	8613	loc	K01762	ACS; 1-aminocyclopropane-1-carboxylate synthase [EC:4.4.1.14]
df	oid	8615	loc	K11254	H4; histone H4
df	oid	8616	loc	K01796	E5.1.99.4, AMACR, mcr; alpha-methylacyl-CoA racemase [EC:5.1.99.4]
df	oid	8617	loc	K03538	POP4, RPP29; ribonuclease P protein subunit POP4 [EC:3.1.26.5]
df	oid	8618	loc	K19245	JLP1; sulfonate dioxygenase [EC:1.14.11.-]
df	oid	8619	loc		
df	oid	8621	loc		
df	oid	8622	loc		
df	oid	8623	loc	K02320	POLA1; DNA polymerase alpha subunit A [EC:2.7.7.7]
df	oid	8624	loc	K11254	H4; histone H4
df	oid	8625	loc		
df	oid	8626	loc		
df	oid	8627	loc		
df	oid	8628	loc	K03513	POLM; DNA polymerase mu [EC:2.7.7.7]
df	oid	8629	loc		
df	oid	8631	loc	K01537	ATP2C; P-type Ca2+ transporter type 2C [EC:7.2.2.10]
df	oid	8632	loc		
df	oid	8633	loc	K00876	udk, UCK; uridine kinase [EC:2.7.1.48]
df	oid	8634	loc		
df	oid	8635	loc	K03381	catA; catechol 1,2-dioxygenase [EC:1.13.11.1]
df	oid	8636	loc		
df	oid	8637	loc		
df	oid	8638	loc		
df	oid	8639	loc	K11262	ACACA; acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15]
df	oid	8640	loc		
df	oid	8641	loc	K15174	PAF1; RNA polymerase II-associated factor 1
df	oid	8642	loc		
df	oid	8643	loc		
df	oid	8644	loc	K03679	RRP4, EXOSC2; exosome complex component RRP4
df	oid	8645	loc		
df	oid	8646	loc	K03134	TAF10; transcription initiation factor TFIID subunit 10
df	oid	8647	loc		
df	oid	8649	loc		
df	oid	8651	loc	K00872	thrB; homoserine kinase [EC:2.7.1.39]
df	oid	8652	loc	K01762	ACS; 1-aminocyclopropane-1-carboxylate synthase [EC:4.4.1.14]
df	oid	8655	loc	K23802	LENG8, THP3; SAC3 family protein LENG8/THP3
df	oid	8656	loc		
df	oid	8657	loc		
df	oid	8658	loc		
df	oid	8659	loc	K03012	RPB4, POLR2D; DNA-directed RNA polymerase II subunit RPB4
df	oid	8660	loc		
df	oid	8663	loc		
df	oid	8664	loc	K20177	VPS3, TGFBRAP1; vacuolar protein sorting-associated protein 3
df	oid	8666	loc		
df	oid	8667	loc		
df	oid	8668	loc		
df	oid	8670	loc	K00668	FAS1; fatty acid synthase subunit beta, fungi type [EC:2.3.1.86]
df	oid	8671	loc	K00222	TM7SF2, ERG24; Delta14-sterol reductase [EC:1.3.1.70]
df	oid	8672	loc		
df	oid	8673	loc		
df	oid	8674	loc	K12839	SMNDC1, SPF30; survival of motor neuron-related-splicing factor 30
df	oid	8675	loc	K12195	CHMP6, VPS20; charged multivesicular body protein 6
df	oid	8676	loc	K07952	ARFRP1; ADP-ribosylation factor related protein 1
df	oid	8677	loc	K00643	E2.3.1.37, ALAS; 5-aminolevulinate synthase [EC:2.3.1.37]
df	oid	8678	loc	K00626	ACAT, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
df	oid	8679	loc		
df	oid	8680	loc	K20103	DDX60; ATP-dependent RNA helicase DDX60 [EC:5.6.2.7]
df	oid	8681	loc		
df	oid	8682	loc	K13091	RBM23_39; RNA-binding protein 23/39
df	oid	8684	loc	K18802	DUG3; glutamine amidotransferase
df	oid	8685	loc		
df	oid	8686	loc		
df	oid	8687	loc		
df	oid	8688	loc		
df	oid	8689	loc		
df	oid	8692	loc	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
df	oid	8693	loc		
df	oid	8694	loc		
df	oid	8695	loc		
df	oid	8696	loc	K02987	RP-S4e, RPS4; small subunit ribosomal protein S4e
df	oid	8697	loc		
df	oid	8698	loc	K22132	tcdA; tRNA threonylcarbamoyladenosine dehydratase
df	oid	8699	loc		
df	oid	8700	loc		
df	oid	8702	loc	K00938	E2.7.4.2, mvaK2; phosphomevalonate kinase [EC:2.7.4.2]
df	oid	8703	loc		
df	oid	8704	loc		
df	oid	8705	loc	K01210	E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
